ISBN,Title,Author,Year_Publication,Publisher
67774,The Call of the Wild (Enriched Classics),Jack London,1974,Pocket
59678,The Charmer (Get Connected Romances),MADELINE HUNTER,2003,Bantam
54495,Falling Angel (Dead Letter Mystery),William Hjortsberg,1996,St. Martin's Paperbacks
59700,Shotgun Bride (McKettrick Cowboys),Linda Lael Miller,2003,Pocket Star
61247,A Walk Across America,Peter Jenkins,1982,Fawcett Books
52130,Waterland,Graham Swift,0,Pan Books Ltd
54370,River of Darkness,Rennie Airth,2000,Penguin Books
29609,The Piper's Sons,Bruce Chandler Fergusson,1999,Signet Book
46685,Oklahoma Rescue,Jon Hansen,1995,Ballantine Books
43299,The Gates of the Alamo,Stephen Harrigan,2001,Penguin Books
31084,Feine Freunde. Commissario Brunettis neunter Fall.,Donna Leon,2002,Diogenes Verlag
22771,"The Magic Books: Fur Magic, Steel Magic, Octogon Magic",Andre Norton,1988,New Amer Library
53880,My Louisiana Sky,Kimberly Willis Holt,2000,Yearling Books
16962,All the Men in the Sea : The Untold Story of One of the Greatest Rescues in History,Michael Krieger,2003,Pocket Star
52608,Marine Sniper: 93 Confirmed Kills,Charles Henderson,1991,Berkley Publishing Group
29572,Masquerade,Walter Satterthwait,1999,St. Martin's Paperbacks
19099,Jeanne: Roman,Nicole Avril,1984,Flammarion
55006,Mint Julep Murder,Carolyn G. Hart,1996,Bantam Books
18989,Matilda,Roald Dahl,1920,Gallimard Jeunesse
60011,Le Monde de Sophie,Jostein Gaarder,2002,Seuil
36782,Snowjob,Ted Wood,1995,Worldwide Library
44925,Charlie Et La Chocolaterie,Blackwell North America,1987,Bantam Books
55507,L'Education d'une f√?¬©e,Didier Van Cauwelaert,2002,LGF
46155,Robert des noms propres,Am√?¬©lie Nothomb,2002,Albin Michel
4315,Kisscut,Karin Slaughter,2003,HarperTorch
17879,La Rage au coeur,Ingrid Betancourt,2002,Pocket
14327,Blue Willow (Puffin Newbery Library),Doris Gates,1976,Puffin Books
67496,Red Wine Goes With Murder (Mysteries by Design),Paula Carter,2000,Berkley Publishing Group
52048,Dying to Remember (Jennifer Marsh Mystery),JUDY FITZWATER,2000,Fawcett
26649,Witch Week (Chronicles of Chrestomanci),Diana Wynne Jones,1997,HarperTrophy
14870,MARRIAGE IS MURDER,Nancy Pickard,1988,Pocket
33524,Hard Landing,Lynne Heitman,2001,Onyx Books
49880,Robots and Empire,Isaac Asimov,1991,Del Rey Books
23707,Split Heirs,Lawrence Watt-Evans,1994,Tor Books
46503,DEEP 6,Clive Cussler,1985,Pocket
40122,The Yellow Room,Mary Roberts Rinehart,1988,Zebra Books
56987,"Cook Right 4 Your Type: The Practical Kitchen Companion to Eat Right 4 Your Type, Including More Than 200 Original Recipes, As Well As Individualized 30-Day Meal Plans for",Peter J. D'Adamo,2000,Berkley Publishing Group
46433,Nowhere to Run,Robert Daley,1997,Warner Books
54497,Death in Ecstasy (Dead Letter Mysteries),Ngaio Marsh,1997,St. Martin's Press
18316,The Cat and the Curmudgeon,Cleveland Amory,1990,Little Brown &amp; Co
34657,The UPSTART : A NOVEL,Catherine Cookson,1998,Simon &amp; Schuster
46487,Dear Old Dead (The Gregor Demarkian Holiday Series),Jane Haddam,1994,Bantam
46060,James Herriot's Cat Stories,James Herriot,2002,MJF Books
12036,Eden Burning,Elizabeth Lowell,2002,William Morrow &amp; Company
60115,Pirate (Avon romance),Fabio,1993,Harper Mass Market Paperbacks (Mm)
36855,Anything Goes: A Grace and Favor Mystery,Jill Churchill,1999,Avon
62730,"Acts of God (Book Three of the Christ Clone Trilogy, 2nd Edition)",James BeauSeigneur,2001,Selective House Publishers
19849,In the Cold (Berkley Sensation Special),Lynn Erickson,2003,Berkley Publishing Group
65201,My Hero,Mary McBride,2003,Warner Forever
41895,Lucky You: A Novel,Carl Hiaasen,1997,Random House Audio
64066,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,2004,Knopf
63434,Sacred Contracts: Awakening Your Divine Potential,Caroline Myss,2003,Three Rivers Press (CA)
62171,Outsider,Barbara Delinsky,1997,Mira
12812,SHIFTING INTO OVERDRIVE: DAWSON'S CREEK #3,C.J. Anders,1998,Simon Spotlight Entertainment
23076,Turnabout,Margaret Peterson Haddix,2002,Aladdin Publishing Company
44267,Hollow Hills,Mary Stewart,1984,Turtleback Books Distributed by Demco Media
39892,Park's Quest,Katherine Paterson,1989,Puffin Books
41597,The Electric Kid (An Avon Flare Book),Garry Kilworth,1997,Avon Books
59255,Two Brothers : The Lawman/The Gunslinger,Linda Lael Miller,1998,Pocket
26247,The Purification Ceremony,Mark T. Sullivan,1998,Harper Mass Market Paperbacks (Mm)
50865,The True Detective,Theodore Weesner,1988,Harper Mass Market Paperbacks (Mm)
17430,The Gap into Conflict: The Real Story (Bantam spectra book),Stephen R. Donaldson,1991,Bantam Dell Pub Group
14574,Captiva,Randy Wayne White,1997,Berkley Publishing Group
39887,Prairie Songs (A Harper Trophy Book),Pam Conrad,1993,HarperCollins Publishers
62513,The Body Silent,Robert F. Murphy,1990,W W Norton &amp; Co
67781,"The Art of the Steal: How to Protect Yourself and Your Business from Fraud, America's #1 Crime",Frank W. Abagnale,2002,Broadway Books
41024,The Crystal Cave (Book I of the Arthurian Saga),Mary Stewart,1983,Turtleback Books Distributed by Demco Media
51822,Leaves of Grass,Walt Whitman,1993,Barnes And Noble
53452,Beyond Acceptance: Parents of Lesbians and Gays Talk About Their Experiences,Carolyn Welch Griffin,1996,St. Martin's Press
26913,Beyond Codependency and Getting Better All the Time,Melody Beattie,1989,HarperCollins Publishers
31378,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,1996,Hazelden Publishing &amp; Educational Services
28948,Outrageous Acts and Everyday Rebellions,Gloria Steinem,1986,Penguin Putnam~mass
46651,Ransom,Julie Garwood,1999,Atria
35742,"The Secret Secret Passage (Clue Books, No 2)",A.E. Parker,1995,Scholastic Paperbacks
13166,Magus,John Fowles,1978,Bantam Doubleday Dell
25100,The Mistress Manual: The Good Girl's Guide to Female Dominance,Lorelei,2000,Greenery Pr
37080,Shattered Bone,Chris Stewart,1998,Onyx Books
63712,"Insanely Great: The Life and Times of Macintosh, the Computer That Changed Everything",Steven Levy,1995,Penguin Books
65585,"The Don't Sweat Guide for Moms: Being More Relaxed and Peaceful so Your Kids Are, Too",Editors of Don't Sweat Press,2002,Hyperion
55195,K-19,Peter A. Huchthausen,2002,National Geographic
57433,Wounds of Passion: A Writing Life (Wounds of Passion),Bell Hooks,1999,Owl Books (NY)
14300,Joey Pigza Loses Control (Joey Pigza Books (Paperback)),Jack Gantos,2002,HarperTrophy
1643,Sushi f√?¬ºr Anf√?¬§nger.,Marian Keyes,2002,Heyne
20292,Backwater,Joan Bauer,2000,Putnam Publishing Group
21710,The Woman in White (The Penguin English Library),Wilkie Collins,1975,Penguin Books
40367,Eon,Greg Bear,1988,Tor Books
68646,Native Son,Richard Wright,1987,Perennial
24233,"The Legacy of Luna: The Story of a Tree, a Woman and the Struggle to Save the Redwoods",Julia Hill,2001,Harper SanFrancisco
46492,Kristy and the Walking Disaster (Baby-Sitters Club (Paperback)),Ann M. Martin,1989,Scholastic Paperbacks
51145,Bsc Mallory and Trouble (R (Baby-Sitters Club (Paperback)),Ann M. Martin,1989,Scholastic Inc
51177,"Mallory on Strike (Baby-Sitters Club, 47)",Ann M. Martin,1991,Scholastic
53299,On Foot Through Africa,Ffyona Campbell,1995,Orion
67792,Old Mother West Wind,Thornton W Burgess,1985,"Little, Brown"
29297,Wishsong of Shanarra 3,Terry Brooks,1985,Ballantine Books
41780,Whiskey River,Loren D. Estleman,1991,Bantam Books
45391,How to Make an American Quilt,Whitney Otto,1991,Random House Inc
31230,The Odyssey,Robert Fagles,1999,Penguin USA (Paper)
51547,I Left My Sneakers in Dimension X: A Rod Allbright Alien Adventure,Bruce Coville,1994,Aladdin
53781,"The Android (Animorphs, No 10)",K. A. Applegate,1997,Scholastic
31976,"Earth Alert! (Girl Talk, No 14)",L. E. Blair,1991,Golden Books
25942,Spider-Man: The Lizard Sanction (Spider-Man (Boulevard Books)),Diane Duane,1996,Berkley Publishing Group
12039,"A Little Yellow Dog : Featuring an Original Easy Rawlins Short Story \Gray-Eyed Death\""""",Walter Mosley,2002,Washington Square Press
12051,Der Besuch des Leibarztes.,Per Olov Enquist,2003,"Fischer (Tb.), Frankfurt"
12050,Henry der Held.,Roddy Doyle,2001,"Fischer (Tb.), Frankfurt"
12041,Der Hund aus Terracotta. Commissario Montalbano l√?¬∂st seinen zweiten Fall.,Andrea Camilleri,2000,L√?¬ºbbe
12043,Die Stimme der Violine. Commissario Montalbanos l√?¬∂st seinen vierten Fall.,Andrea Camilleri,2001,L√?¬ºbbe
26554,Changes for Kirsten: A Winter Story (American Girls Collection (Paper)),Janet Shaw,1988,Pleasant Company Publications
12055,The Story of My Life,Helen Keller,1999,Signet Classics
57578,Fire Angels,Jane Routley,1999,Eos
30439,"The Brothers Majere (Dragonlance:  Preludes, Book 3)",Kevin Stein,1990,Wizards of the Coast
48653,Black Robe: A Novel,Brian Moore,1997,Plume Books
30571,"The Qualinesti (Dragonlance Novel : the Elven Nations Trilogy, Vol 3)",Paul B. Thompson,1991,Wizards of the Coast
48359,Gramercy Park,Paula Cohen,2003,St. Martin's Press
59022,Mirabilis,Susann Cokal,2002,Blue Hen Books
47451,Conscious Dreaming: A Spiritual Path for Everyday Life,Robert Moss,1996,Three Rivers Press (CA)
48026,Love Lies: What Men Don't Know and Women Won't Admit,Deborah McKinlay,1994,HarperCollins Publishers
41349,The Bulgari Connection,Faye Weldon,2002,Grove Press
36446,Travels of Jane Saint and Other Stories,Josephine Saxton,0,Interlink Publishing+group Inc
26044,Crossing Over: One Woman's Escape from Amish Life,Ruth Irene Garrett,2003,HarperSanFrancisco
41422,Teranesia,Greg Egan,2000,Eos
54567,"The Fabulous Riverboat (Riverworld Saga, Book 2)",Philip Jose Farmer,1998,Del Rey Books
63686,"Little, Big",John Crowley,1994,Bantam
45452,"The Runelords: The Sum of All Men (The Runelords, Book One)",David Farland,1999,Tor Fantasy
17940,Schwarzer Sonntag.,Thomas Harris,1999,Heyne
54489,The Chronoliths,Robert Charles Wilson,2001,Tor Books
37551,Dinotopia: A Land Apart from Time (Dinotopia),James Gurney,1998,HarperCollins
45172,"The Dragon Queen (Tales of Guinevere, Book 1)",ALICE BORCHARDT,2001,Del Rey
12076,Anne of Green Gables (Dalmatian Press Adapted Classic),L. M. Montgomery,2002,Dalmatian Press
12070,Helen Keller (Scholastic Biography),Margaret Davidson,1997,Scholastic
12063,"The Case of the Haystack Kitties (Hank the Cowdog, 30)",John R. Erickson,1998,Puffin Books
12069,Reach for Tomorrow (One Last Wish),LURLENE MCDANIEL,1999,Starfire
12066,The Invisible Intruder (Nancy Drew (Hardcover)),Carolyn Keene,1969,Grosset &amp; Dunlap
12073,TO SERVE ALL MY DY,Kelli M. Gary,1982,Pocket
58173,Sex and the City.,Candace Bushnell,2001,Goldmann
12079,American Tabloid: A Novel,James Ellroy,1995,Random House Inc
67801,Kid (Faber Pocket Poetry),Simon Armitage,1999,Faber and Faber Ltd
39747,DEN OF THIEVES,James B. Stewart,1992,Simon &amp; Schuster
18007,Patriot Games,Tom Clancy,1987,Putnam Publishing Group
28108,Whistle While You Work: Heeding Your Life's Calling,Richard J. Leider,2001,Berrett-Koehler Publishers
65773,Thus Spoke Zarathustra (Penguin Classics),Friedrich Nietzsche,1978,Penguin Books
12082,Smuggler's Moon: A Sir John Fielding Mystery (Sir John Fielding Mysteries (Hardcover)),Bruce Alexander,2001,G. P. Putnam's Sons
3,The Circle And The Cross 1: Playing Of,Caiseal Mor,1996,Random House Australia
12084,"Forge of Heaven (Cherryh, Cj)",C. J. Cherryh,2004,Eos
12083,How to Train Your Dragon,Cressida Cowell,2004,"Little, Brown"
35284,What If? 2: Eminent Historians Imagine What Might Have Been,Robert Cowley,2002,Berkley Publishing Group
14103,Turtle Beach,Blanche d'Alpuget,1992,Penguin Putnam~trade
60699,Sense and Sensibility (Puffin Classics - the Essential Collection),Jane Austen,1996,Puffin Books
30773,Restraint of Beasts,Magnus Mills,0,Harpercollins Uk
53710,The Secret of Happiness,Billy Graham,1986,W Publishing Group
56671,Tales from a Traveling Couch: A Psychotherapist Revisits His Most Memorable Patients,Robert U. Akeret,1996,W. W. Norton &amp; Company
12097,PENMARRIC,Susan Howatch,1978,Fawcett Books
12089,Emma Who Saved My Life,Wilton Barnhardt,1993,St. Martin's Press
12096,All the Golden Promises,Diana Browning,1987,Fawcett Books
47508,Riesgo Calculado - Bolsillo,Katherine Neville,2000,Suma de Letras
41979,Amrita,Banana Yoshimoto,1997,Pub Group West
30696,The Wind-Up Bird Chronicle,Haruki Murakami,1997,Alfred A. Knopf
39258,Philosophy for Beginners (Writers and Readers Documentary Comic Book),Richard Osborne,1993,Writers &amp; Readers Publishing
12104,Storyteller,Leslie Marmon Silko,1989,Arcade Publishing
53304,Close to Home : A Novel of Suspense,Peter Robinson,2003,William Morrow
51231,Blues in the Night,ROCHELLE KRICH,2002,Ballantine Books
4581,Streets of Laredo,Larry McMurtry,1995,Pocket
63545,Time Enough for Love,Robert A. Heinlein,1994,Ace Books
54358,The Cherry Blossom Corpse,Robert Barnard,1996,Penguin USA
12118,"His Needs, Her Needs",Willard F. Harley Jr.,1986,Baker Book House Co
12120,20 Hot Potatoes Christians Are Afraid to Touch,Tony Campolo,1988,Thomas Nelson Inc
12117,"The asphalt jungle,",W. R Burnett,1968,Kaye &amp; Ward
12835,Bias: A CBS Insider Exposes How the Media Distort the News,Bernard Goldberg,2001,Regnery Publishing
16258,Shadowed Hills,Audrey Howard,1997,Trafalgar Square
25769,The Case of the Spurious Spinster,Erle S. Gardner,1988,Ballantine Books
63602,Dream Science,Thomas Palmer,0,Harpercollins Publisher
33396,Conjure Wife (Science Fiction),Fritz Leiber,1984,Ace Books
43246,Heart of Darkness (Penguin Modern Classics),Joseph Conrad,2000,Penguin Books Ltd
13109,The Last Tango of Dolores Delgado,Marele Day,1993,Independent Publishers Group
54389,La Bete Humaine,Emile Zola,1977,Penguin Books
21728,The Divine Comedy : Purgatory,Dante Alighieri,1985,Penguin Books
38297,Moll Flanders (Penguin Classics),Daniel Defoe,1989,Penguin Books
21703,Emma (Penguin Classics),Jane Austen,1966,Penguin Books
54378,The Aspern Papers and the Turn of the Screw (The Penguin English Library),Henry James,1986,Penguin Books
52476,Return of the Native (Penguin Classics),Thomas Hardy,1978,Penguin Books
21729,The Divine Comedy : Paradise,Dante Alighieri,1986,Penguin Books
21716,Dracula (Penguin Classics),Bram Stoker,1993,Penguin Books Ltd
31320,My Lucky Stars: A Hollywood Memoir,Shirley MacLaine,1996,Bantam Books
65283,The Complete Poems (Penguin Classics),John Milton,1999,Penguin Books
21832,The Count of Monte Cristo (World's Classics),Alexandre Dumas,1991,Oxford University Press
21724,The Three Musketeers (Penguin Classics),Alexandre Dumas,1982,Penguin Books
60513,Les Liaisons Dangereuses (Penguin Classics),Choderlos De Laclos,1961,Penguin Books
26626,"Writing Your Dissertation in Fifteen Minutes a Day: A Guide to Starting, Revising, and Finishing Your Doctoral Thesis",Joan Bolker,1998,Owl Books
48739,Prizzi's Honour,Richard Condon,1985,Arrow
60724,"The Craft of Research (Chicago Guides to Writing, Editing, and Publishing)",Wayne C. Booth,1995,University of Chicago Press
12292,Dictionary of Theories,Jennifer Bothamley,0,Gale Research Co
60701,Three Gothic Novels (English Library),Peter Fairclough,1968,Penguin Books
38213,The Celtic Druids' Year: Seasonal Cycles of the Ancient Celts,John Robert King,1994,Sterling Pub Co Inc
51406,Miss Wyoming Uk Edition,Douglas Coupland,0,Harpercollins Publisher
12127,A Man Called Norman: The Unforgettable Story of an Uncommon Friendship,Mike Adkins,1989,Tyndale House Pub
12154,Special Agent : My Life On the Front Lines As Woman in the FBI,Candice DeLong,2001,Hyperion
12139,Walden (Oxford World's Classics),Henry David Thoreau,1999,Oxford University Press
12134,Prozac Diary,Lauren Slater,1999,Penguin Books
12142,Shadow Baby,Alison McGhee,2001,Picador USA
63892,Slackjaw,Jim Knipfel,1999,Putnam Publishing Group
18056,Of Men And Angels,Victoria Bylin,2003,Harlequin
51511,Trouble Twisters,Poul Anderson,1982,Berkley Pub Group
67803,The 10 Dumbest Mistakes Smart People Make and How to Avoid Them: Simple and Sure Techniques for Gaining Greater Control of Your Life,Arthur Freeman,1992,Harpercollins
25436,Team Rodent : How Disney Devours the World,Carl Hiaasen,1998,Ballantine Books
51535,Maurai &amp; Kith,Paul Anderson,1992,Tor Books
67806,Dynamic Laws of Prosperity,Catherine Ponder,1985,DeVorss &amp; Company
15887,Who's on First,"William F., Jr. Buckley",1981,Avon Books
65799,Johnny Mnemonic,Terry Bisson,1995,Pocket
13394,Mariana,Susanna Kearsley,1995,Corgi Books
45460,Midnight Louie's Pet Detectives,Carole Nelson Douglas,2000,Forge Books
65782,Nothing But the Truth,John T. Lescroart,1999,Bantam Books
50396,Emilie: The Acadians,Cherie Claire,2000,Zebra Books
31488,Snakebite Survivors Club,Jeremy Seal,0,Pan Books Ltd
21276,"The Federalist Papers: Alexander Hamilton, James Madison, John Jay (Mentor Book, Mt328)",Clinton L. Rossiter,1992,Mentor Books
37250,A Man for All Seasons: A Play in Two Acts (Vintage International),Robert Bolt,1990,Vintage Books USA
12170,I Lived to Tell It All,George Jones,1996,Random House Inc
12180,How to Be an Up Person in a Down World: Inspirational Wisdom to Help You Stop Worrying and Start Living,Honor Books,1994,Chariot Victor Pub
12175,Living above the level of mediocrity: A commitment to excellence,Charles R Swindoll,1987,Word Books
31110,The Federalist Papers,Alexander Hamilton,1989,Bantam Classics
12160,Computer Ethics,Deborah G. Johnson,1993,Prentice Hall
12159,Zen and the art of the internet: A beginner's guide (Prentice Hall series in innovative technology),Brendan P Kehoe,1993,PTR Prentice Hall
47984,The First Woman Doctor (Scholastic Biography),Rachel Baker,1999,Scholastic
12176,Growing strong in the seasons of life,Charles R Swindoll,1983,Word Publishing
12162,Getting Through the Night: Finding Your Way After the Loss of a Loved One,Eugenia Price,1990,Ballantine Books
53892,"Mystery of Crocodile Island (Nancy Drew Mystery Stories, No 55)",Carolyn Keene,1978,Grosset &amp; Dunlap
53890,Clue of the Black Keys (Nancy Drew (Hardcover)),Carolyn Keene,1951,Grosset &amp; Dunlap
12173,Beyond death's door,Maurice Rawlings,1978,T. Nelson
53891,"The Spider Sapphire Mystery (Nancy Drew Mystery Stories, No 45)",Carolyn Keene,1968,Grosset &amp; Dunlap
66591,MENACE FROM EARTH,Robert A. Heinlein,1987,Baen
14809,Magic School Bus: Inside the Earth (Magic School Bus (Paperback)),Joanna Cole,1989,Scholastic
