ID,Drama,Comedy,Action,Thriller,Sci-Fi,Romance,Adventure,Crime,War,Horror,Children,Animation,Mystery,Musical,Fantasy,Film-Noir,Western,Documentary
1757,91,86,137,144,125,105,75,30,32,21,50,40,15,20,31,9,1,0
1758,242,146,48,71,28,77,26,37,19,12,13,6,23,13,11,7,1,7
1759,31,170,64,30,57,31,31,12,12,10,28,22,4,14,10,1,2,0
1760,21,38,7,2,6,56,6,0,3,2,3,2,1,6,3,0,6,0
1761,14,22,42,20,90,7,36,3,5,17,13,2,3,2,23,2,2,0
1762,28,13,54,25,19,8,14,9,8,5,0,0,2,1,1,1,1,2
1763,1,22,6,2,4,3,3,1,1,2,1,1,0,2,2,0,1,0
1764,74,269,251,117,103,54,134,26,23,85,81,30,14,23,31,3,11,0
1765,34,32,20,24,19,6,10,4,5,26,5,7,2,3,0,1,1,1
1766,13,9,5,4,4,7,4,0,2,1,1,1,0,0,0,0,1,0
1767,123,120,75,58,50,31,32,66,26,11,10,9,9,6,3,9,4,3
1768,100,39,24,10,16,15,14,10,11,6,2,2,2,7,1,1,2,0
1769,24,30,14,17,7,10,6,2,2,7,4,3,2,1,1,1,1,0
1770,15,86,14,1,7,13,11,2,1,8,2,1,1,4,4,0,2,0
1771,5,2,16,9,19,1,6,3,3,3,2,0,2,0,3,2,0,0
1772,16,10,8,10,5,4,4,0,1,4,3,1,1,1,1,0,0,0
1773,46,11,7,10,3,8,3,8,7,1,3,2,2,0,0,1,0,0
1774,7,15,15,7,13,2,6,1,2,11,0,0,0,0,0,0,0,0
1775,75,41,39,29,24,8,16,28,28,7,3,0,4,4,10,5,1,5
1776,84,177,124,72,104,34,61,18,12,81,28,5,10,14,20,1,5,0
1777,29,9,10,11,12,1,3,5,7,4,0,0,6,0,0,5,0,2
1778,158,231,161,110,65,80,69,41,18,33,49,14,20,12,20,2,6,3
1779,25,79,55,26,38,14,50,8,5,16,10,8,3,3,6,1,3,0
1780,199,210,170,93,95,73,84,39,45,47,67,42,24,42,20,6,20,1
1781,12,28,23,14,22,7,22,4,5,63,20,4,2,3,33,0,0,0
1782,14,15,5,3,4,5,3,2,1,7,1,2,1,1,0,1,0,0
1783,10,11,4,3,4,2,3,1,0,0,1,0,1,0,2,0,0,0
1784,14,9,29,19,40,1,14,2,6,3,2,0,3,0,1,1,0,1
1785,14,15,20,13,10,4,11,5,3,4,2,3,2,0,3,1,1,0
1786,25,21,9,10,4,3,1,2,3,4,4,2,2,2,0,2,0,2
1787,8,14,5,8,5,2,3,2,2,1,0,0,2,0,0,3,0,0
1788,22,8,1,8,4,7,0,5,2,0,1,0,7,1,2,2,0,0
1789,26,24,9,11,3,5,3,5,4,3,0,2,1,0,0,1,0,2
1790,103,149,99,51,92,38,52,22,23,22,19,11,12,9,14,4,8,3
1791,67,45,25,19,12,15,8,35,9,4,5,4,8,5,5,5,2,11
1792,14,15,7,10,2,15,5,4,1,1,2,2,2,1,3,0,0,0
1793,138,75,116,66,41,37,42,37,27,13,17,9,7,7,7,2,6,0
1794,205,93,146,138,52,90,48,63,25,36,3,4,32,0,8,8,5,1
1795,6,16,7,4,10,3,3,1,3,0,2,0,0,0,2,1,0,0
1796,92,95,11,4,1,29,3,11,16,3,2,0,6,14,1,0,6,11
1797,80,49,14,25,15,21,12,15,21,13,5,4,11,9,2,16,3,3
1798,24,22,16,12,11,4,8,5,5,5,2,1,3,3,1,2,3,0
1799,57,22,8,22,5,15,3,11,4,2,2,0,3,1,4,2,1,1
1800,63,82,143,61,41,30,52,32,21,8,24,20,8,10,8,4,4,4
1801,11,5,6,2,5,2,4,1,2,3,3,1,0,0,1,0,1,0
1802,82,46,35,44,21,18,18,17,18,63,6,3,7,6,1,13,5,3
1803,53,81,152,86,58,29,44,28,14,51,11,9,10,4,3,1,9,0
1804,51,20,38,30,27,13,33,12,11,2,1,0,8,2,3,3,2,0
1805,52,76,52,27,37,21,36,34,15,11,23,10,6,8,21,2,4,0
1806,73,79,64,43,28,34,28,16,11,8,23,14,6,8,3,2,5,3
1807,66,71,83,50,36,17,44,41,17,24,7,2,5,1,10,0,1,0
1808,8,9,9,3,5,3,6,1,2,1,6,9,0,5,1,0,0,0
1809,22,19,7,13,4,7,4,2,1,5,1,2,3,1,2,1,0,0
1810,19,6,2,18,1,4,0,7,1,0,0,0,30,0,0,4,0,0
1811,10,9,4,8,5,3,3,2,2,3,0,1,1,1,0,1,0,0
1812,218,294,177,93,106,114,103,38,33,44,58,31,17,28,29,5,7,3
1813,9,10,2,2,0,12,1,1,1,1,0,0,0,0,0,0,0,0
1814,7,7,25,23,40,0,12,2,3,6,0,0,1,0,1,1,0,1
1815,10,14,16,6,26,2,7,0,6,3,5,2,0,2,3,0,0,0
1816,16,7,23,16,11,8,13,3,6,28,3,1,2,3,2,0,2,0
1817,29,27,52,43,74,9,23,8,10,13,8,6,6,4,10,3,1,0
1818,12,14,16,5,9,4,15,2,2,1,14,7,1,4,16,1,1,0
1819,34,28,45,21,48,17,30,9,10,15,8,2,3,5,21,3,2,0
1820,78,98,99,81,100,21,49,25,16,73,9,7,10,5,6,4,22,0
1821,13,5,2,9,2,4,0,3,3,1,1,0,2,0,1,3,0,0
1822,24,36,20,16,10,10,3,8,2,4,2,2,1,2,3,0,1,0
1823,10,22,3,0,0,14,1,1,2,0,5,2,0,0,1,0,0,0
1824,67,69,25,24,12,26,10,7,6,7,14,10,5,8,2,0,1,0
1825,97,49,14,17,7,28,7,10,8,1,7,4,2,4,4,1,1,1
1826,16,16,23,11,43,3,15,2,5,3,4,2,2,1,2,1,2,0
1827,18,16,7,16,8,4,8,5,1,6,3,3,1,5,2,1,2,0
1828,53,61,23,29,12,17,7,16,10,11,9,10,3,7,5,2,0,2
1829,17,5,2,12,2,3,1,6,1,1,2,0,2,0,1,1,0,0
1830,4,3,27,12,15,3,17,2,2,0,1,0,0,1,2,0,0,0
1831,34,38,22,31,16,11,7,9,4,12,5,8,4,1,2,2,1,2
1832,41,6,2,5,2,9,1,2,2,0,1,2,0,0,1,0,0,0
1833,52,27,20,24,6,9,5,19,8,5,3,5,14,2,1,1,0,2
1834,12,21,17,13,8,6,9,0,1,20,15,11,1,4,2,0,0,0
1835,306,250,168,156,82,101,62,80,54,109,21,11,31,27,17,17,25,3
1836,196,185,34,90,19,55,13,34,14,17,11,10,21,13,5,7,2,16
1837,313,237,201,140,147,136,118,90,44,65,23,15,32,7,27,10,15,9
1838,13,6,8,8,3,2,2,3,1,0,0,0,0,0,0,0,0,0
1839,29,25,48,30,16,10,12,13,7,2,4,3,3,1,2,0,0,1
1840,5,2,9,5,14,1,4,2,2,2,2,2,2,1,1,6,0,0
1841,69,110,47,39,24,27,21,21,8,13,25,7,5,4,8,0,2,2
1842,194,161,81,111,46,47,31,49,26,30,23,23,22,13,4,7,5,7
1843,53,47,28,13,19,10,14,10,12,11,1,1,4,2,4,1,1,2
1844,14,7,2,3,1,1,2,2,1,0,0,0,1,1,0,1,0,0
1845,154,88,16,25,8,38,6,24,7,5,4,2,5,3,1,2,1,0
1846,24,20,12,13,6,6,5,9,7,3,2,6,2,0,1,3,1,5
1847,32,5,1,8,1,3,2,6,3,1,1,0,2,1,1,6,0,0
1848,8,8,1,3,5,2,2,1,0,6,1,1,1,3,0,1,0,1
1849,7,4,22,12,7,3,5,0,4,0,0,0,0,1,1,0,0,0
1850,7,21,19,8,18,5,12,1,5,2,45,48,0,22,4,1,0,1
1851,139,145,147,114,165,43,75,29,26,74,24,9,11,7,20,5,5,6
1852,9,10,29,14,48,1,16,2,7,8,0,1,2,2,2,0,0,0
1853,37,150,11,8,10,29,8,6,7,1,10,10,1,7,5,0,2,1
1854,73,93,60,41,29,43,35,17,11,24,14,9,8,9,10,2,3,4
1855,24,20,73,38,20,6,23,15,11,5,0,0,6,2,2,0,0,0
1856,19,16,59,44,114,5,32,5,10,17,4,0,7,2,7,5,2,0
1857,8,12,15,5,6,3,11,0,2,0,25,16,0,8,3,1,0,0
1858,21,28,22,9,9,7,21,3,4,15,45,33,1,18,6,0,0,0
1859,25,10,8,9,12,7,6,2,8,2,2,1,3,1,2,2,1,0
1860,106,66,118,61,92,29,62,24,34,14,19,16,8,8,11,5,22,1
1861,174,183,116,79,63,64,68,36,41,13,32,7,16,12,17,7,9,0
1862,7,27,3,2,1,5,3,1,2,0,3,5,1,0,0,2,0,0
1863,50,37,9,18,3,11,7,18,12,3,3,5,6,4,0,5,0,2
1864,7,9,3,4,4,1,1,2,1,4,0,0,0,1,0,1,0,0
1865,156,169,29,46,14,84,10,19,9,7,11,1,7,4,5,2,3,3
1866,40,75,28,37,16,18,12,3,7,6,5,5,4,1,3,4,0,0
1867,13,34,6,9,7,3,3,7,3,2,3,4,4,3,2,9,3,0
1868,14,11,14,10,5,8,10,4,5,0,1,0,13,1,1,4,19,0
1869,25,18,5,8,4,8,4,4,3,2,1,1,1,1,1,0,0,1
1870,42,73,85,34,27,39,25,9,14,4,4,2,2,3,5,0,6,0
1871,23,48,50,13,19,9,15,8,5,5,25,29,0,19,3,3,4,1
1872,10,12,4,21,4,4,1,8,2,1,1,0,4,0,0,2,0,0
1873,67,70,82,42,31,34,32,15,14,5,5,3,6,3,9,2,6,0
1874,34,13,13,15,6,6,6,18,8,1,1,0,4,0,1,4,1,2
1875,91,168,84,45,61,108,62,20,19,11,12,8,14,26,10,14,7,1
1876,12,13,13,7,4,1,5,2,3,4,1,1,0,1,1,0,0,0
1877,74,54,14,18,6,16,6,8,1,0,7,7,2,4,0,1,0,7
1878,12,24,37,25,37,4,17,6,8,20,6,5,2,1,6,2,0,0
1879,97,78,100,76,38,39,46,23,19,7,14,9,11,4,9,6,9,3
1880,310,323,279,161,144,136,141,71,64,72,80,50,25,47,35,7,18,5
1881,9,51,7,2,3,13,8,3,3,0,8,6,0,1,2,0,1,0
1882,74,78,54,39,50,21,31,19,21,18,15,14,11,13,7,7,11,9
1883,186,225,26,38,15,185,19,23,20,6,30,30,14,40,7,17,8,8
1884,266,184,138,136,134,114,99,66,59,47,33,29,52,53,22,24,25,8
1885,12,20,9,9,11,4,5,1,2,11,15,17,3,10,1,2,0,0
1886,9,6,10,11,8,3,5,2,5,4,0,0,0,0,0,0,1,0
1887,26,15,54,42,36,15,16,7,9,19,6,2,16,11,3,1,10,1
1888,6,8,17,1,16,1,18,4,1,6,4,3,0,0,0,0,1,0
1889,250,219,150,130,62,86,57,69,28,25,15,8,31,11,10,10,10,8
1890,84,56,52,26,32,22,25,27,26,10,25,19,13,29,10,9,10,1
1891,94,60,96,57,96,21,97,20,25,18,23,9,10,5,14,9,6,1
1892,13,5,3,5,3,4,0,3,2,1,0,0,2,0,0,1,0,1
1893,19,11,3,1,0,2,0,3,2,0,1,1,1,0,0,1,0,0
1894,163,21,18,15,9,43,6,10,16,2,3,0,6,5,2,1,2,0
1895,41,30,31,13,12,14,25,24,10,1,2,1,1,1,3,3,1,0
1896,121,43,12,31,9,23,11,21,21,8,5,5,17,12,1,17,4,3
1897,394,236,41,63,27,114,29,40,30,13,21,16,42,23,17,19,9,7
1898,13,9,3,4,4,3,0,1,0,1,1,3,1,0,0,0,0,0
1899,318,269,131,104,72,112,81,55,53,27,47,32,47,58,21,19,16,13
1900,22,9,4,6,5,5,4,0,2,2,1,2,2,1,0,2,1,1
1901,41,35,56,31,31,14,41,5,16,2,22,13,6,19,7,1,10,0
1902,56,47,153,129,74,24,47,38,9,23,6,4,20,2,6,1,4,1
1903,74,62,48,43,22,24,26,20,24,15,21,24,5,14,7,8,10,6
1904,85,113,123,81,78,39,77,25,22,39,54,32,15,17,30,1,16,0
1905,25,12,4,6,1,8,3,6,6,1,1,1,4,2,0,3,1,0
1906,7,8,9,4,9,3,6,0,2,1,1,1,2,3,1,1,1,0
1907,9,5,1,5,3,3,1,1,4,3,2,2,3,2,0,1,0,0
1908,129,52,46,64,10,44,14,16,19,3,2,1,10,2,0,1,2,0
1909,31,21,8,12,3,9,2,13,3,0,3,1,2,1,1,1,0,0
1910,16,28,7,8,3,6,2,3,1,4,3,6,2,0,0,0,0,1
1911,16,6,4,5,2,4,0,5,3,0,1,1,2,0,0,2,1,0
1912,432,243,158,167,92,126,65,72,72,97,24,17,51,35,9,27,28,8
1913,7,12,8,8,12,3,7,1,5,1,20,23,2,11,3,3,0,0
1914,5,18,3,0,2,5,2,1,1,2,3,3,0,0,1,0,0,0
1915,12,12,9,5,8,3,5,0,4,6,2,0,1,5,1,1,1,1
1916,218,101,36,49,22,54,16,31,34,16,10,7,22,21,2,17,8,15
1917,25,22,45,29,28,8,25,7,18,5,10,21,2,2,9,2,4,0
1918,14,10,3,1,0,6,1,1,3,0,3,2,1,0,0,0,1,0
1919,3,10,7,19,8,2,1,2,2,51,0,0,2,0,0,0,0,0
1920,210,201,147,71,74,91,102,36,45,29,82,42,14,55,28,4,37,2
1921,13,17,47,12,28,11,78,4,7,2,13,1,2,3,11,1,2,0
1922,132,172,104,110,98,85,65,31,16,25,42,23,18,17,19,7,5,0
1923,9,14,15,11,21,3,9,2,3,25,2,2,1,1,1,0,0,0
1924,42,50,6,9,0,58,2,3,7,2,6,4,1,2,2,0,0,0
1925,107,48,66,118,53,33,27,51,40,37,2,2,26,10,4,20,18,9
1926,323,177,72,58,77,89,60,28,37,32,60,40,18,37,26,18,12,7
1927,4,17,2,5,4,1,2,2,0,5,0,0,2,1,0,1,0,0
1928,57,88,91,70,30,24,30,28,13,4,11,7,21,4,6,5,2,1
1929,8,14,3,2,2,3,3,1,1,0,4,3,0,2,0,0,0,0
1930,61,178,69,31,59,29,58,15,20,19,58,25,5,33,25,1,6,1
1931,13,10,14,18,14,5,16,2,0,61,8,1,2,0,19,0,0,0
1932,35,16,17,17,13,6,16,10,3,2,8,2,1,1,13,2,1,4
1933,8,17,8,6,4,4,3,1,3,2,1,1,0,0,0,0,1,0
1934,14,30,10,11,3,8,4,4,0,4,2,4,3,0,0,2,1,0
1935,13,24,10,10,4,4,2,4,2,6,8,5,1,1,0,0,0,2
1936,18,9,4,2,3,1,1,1,2,2,0,0,0,2,1,0,1,0
1937,105,168,51,32,26,75,23,26,32,14,10,5,21,19,6,10,2,1
1938,15,37,99,25,43,14,59,9,12,7,60,68,3,30,12,2,1,0
1939,65,62,65,42,79,61,63,39,15,14,5,7,16,10,10,9,4,0
1940,30,16,26,8,9,10,8,9,26,6,1,2,1,1,2,0,7,0
1941,412,557,328,297,217,194,192,78,68,248,175,63,58,77,50,18,26,4
1942,27,16,8,9,5,4,4,1,2,11,2,1,2,1,0,1,1,0
1943,207,305,133,128,76,73,53,65,27,60,37,34,37,25,16,14,8,22
1944,28,27,10,15,9,9,6,6,4,3,1,1,1,0,1,1,0,0
1945,23,13,38,26,14,10,8,13,7,5,2,1,4,1,1,4,0,0
1946,40,35,17,6,4,7,7,13,3,3,1,0,3,3,2,2,1,0
1947,84,23,60,24,22,14,19,16,16,16,4,2,2,3,11,0,3,2
1948,30,34,140,62,50,15,53,32,13,15,7,1,7,4,10,0,5,0
1949,53,28,24,14,19,9,12,11,14,4,6,3,2,1,2,2,1,0
1950,19,21,56,38,80,6,29,5,10,31,19,23,5,7,6,2,2,0
1951,41,70,17,7,5,50,7,1,18,8,17,12,1,15,3,0,0,2
1952,97,169,24,29,17,52,10,21,5,9,2,0,11,6,3,4,5,1
1953,15,14,8,4,6,9,8,2,3,3,1,0,1,2,1,0,1,0
1954,75,54,14,27,15,23,7,14,5,5,8,8,6,8,3,3,0,7
1955,8,23,6,5,3,7,2,0,1,4,2,2,0,1,0,0,1,0
1956,10,19,17,5,9,6,21,1,10,0,36,22,0,7,13,0,1,0
1957,29,13,6,9,0,6,3,9,4,2,2,1,3,2,0,1,0,1
1958,246,384,184,165,93,141,112,43,27,71,67,25,28,24,28,2,10,1
1959,47,16,11,8,5,4,4,6,7,1,2,0,1,2,1,1,0,0
1960,104,84,35,24,13,31,14,16,15,5,8,6,7,8,5,6,4,4
1961,35,12,65,26,18,9,23,13,7,4,0,0,0,1,2,0,5,0
1962,252,232,54,88,21,109,29,38,10,47,32,14,19,12,10,3,5,1
1963,80,13,3,9,4,14,1,7,4,0,0,0,2,0,0,1,1,0
1964,7,6,6,3,4,6,7,1,1,0,4,1,0,0,6,3,0,0
1965,32,28,10,10,3,10,4,3,7,4,0,0,2,0,1,0,2,0
1966,17,7,9,13,6,3,1,18,1,14,0,0,2,0,1,4,1,1
1967,16,7,2,2,1,2,1,0,1,0,0,0,3,0,0,1,0,1
1968,140,128,138,155,96,47,76,46,19,54,21,9,18,9,19,7,17,1
1969,160,196,132,73,82,58,80,37,21,43,113,56,9,32,30,4,6,1
1970,13,19,6,9,8,3,3,6,4,8,2,2,2,0,0,5,1,1
1971,22,13,4,2,2,8,2,2,4,0,2,1,0,1,0,0,0,0
1972,45,20,20,16,10,6,9,5,11,5,2,2,4,0,1,3,5,0
1973,14,12,7,10,7,3,3,4,1,5,2,1,1,4,0,0,0,1
1974,170,180,104,85,94,99,57,27,28,40,31,25,22,27,17,13,16,8
1975,13,31,6,1,1,4,5,2,12,0,7,4,0,0,0,0,6,0
1976,54,28,31,32,12,13,14,10,6,5,13,8,5,3,2,2,3,1
1977,15,31,1,8,2,7,4,8,2,0,18,26,5,12,2,15,1,0
1978,34,72,39,19,26,6,36,7,11,5,36,20,2,7,9,2,3,1
1979,11,12,11,12,4,6,1,1,2,1,1,1,1,0,0,0,0,0
1980,517,520,214,179,110,228,126,80,54,78,86,35,50,47,38,16,19,10
1981,16,20,10,23,13,3,7,3,2,11,2,0,5,3,1,11,0,0
1982,48,46,45,46,29,17,17,19,6,12,5,5,6,0,9,2,1,1
1983,120,212,247,103,122,65,118,42,38,36,48,9,23,18,35,9,16,0
1984,111,68,126,61,45,30,55,31,24,8,8,6,13,6,7,6,10,2
1985,26,24,118,52,91,14,53,9,13,13,6,1,3,0,11,1,2,0
1986,5,7,1,11,2,1,4,3,0,1,1,0,1,0,0,7,2,0
1987,12,12,18,15,5,4,7,5,4,0,12,13,5,6,2,3,0,0
1988,317,231,70,95,42,155,38,55,34,16,45,32,30,48,19,10,2,11
1989,9,8,8,9,2,2,6,1,1,3,1,0,2,1,1,1,1,1
1990,29,5,6,4,2,0,4,2,7,0,0,0,1,0,1,0,0,0
1991,13,4,4,6,1,2,0,6,2,0,1,1,2,0,0,1,0,3
1992,13,82,7,7,8,15,3,4,4,6,5,3,2,2,5,0,0,0
1993,4,17,6,0,3,3,5,0,1,1,3,2,0,2,0,0,0,0
1994,14,9,6,6,3,3,2,6,6,2,1,1,0,0,0,1,1,1
1995,23,53,21,11,22,14,17,0,11,3,11,4,0,3,9,0,1,1
1996,49,55,89,41,41,18,56,15,11,8,23,4,2,3,27,2,3,0
1997,7,31,9,5,3,5,5,3,0,0,2,3,1,0,1,0,0,1
1998,152,154,46,34,24,98,30,18,29,8,35,28,13,37,7,5,5,0
1999,16,20,18,23,24,1,9,2,4,42,3,1,6,2,1,2,2,0
2000,38,32,23,25,22,11,15,5,7,0,13,15,3,4,1,3,1,0
2001,14,14,6,15,6,4,2,2,0,10,0,2,3,1,0,1,0,0
2002,45,102,11,37,9,29,6,30,6,4,5,3,28,6,3,24,2,1
2003,7,21,3,1,4,3,13,0,2,0,58,32,0,18,10,0,0,0
2004,14,13,50,14,104,2,38,2,5,10,8,3,4,2,7,1,3,0
2005,25,36,18,25,13,9,7,3,2,12,3,5,2,2,1,1,1,0
2006,5,17,3,2,1,9,3,2,1,2,13,10,1,32,1,2,1,0
2007,23,7,12,3,16,1,4,5,5,3,1,0,1,0,2,1,1,3
2008,70,76,33,44,19,17,11,27,7,7,1,2,7,5,3,10,2,10
2009,34,13,6,15,5,3,0,7,3,2,0,0,0,0,1,0,1,1
2010,175,302,248,163,151,75,101,80,42,51,53,23,27,18,24,6,13,0
2011,67,145,73,48,22,57,27,21,12,4,16,12,6,8,4,0,2,1
2012,60,316,224,74,129,65,145,29,23,27,121,66,13,41,44,2,7,4
2013,13,11,32,22,75,1,21,3,6,14,3,0,2,1,8,2,0,0
2014,15,21,12,11,16,3,10,6,4,0,4,5,4,2,2,10,0,1
2015,204,402,267,130,145,89,139,46,39,84,128,56,16,39,42,4,15,3
2016,91,110,124,50,58,45,67,15,24,15,35,30,12,27,14,4,9,1
2017,34,21,80,52,22,26,31,13,11,4,3,0,13,0,3,1,5,0
2018,202,157,57,70,32,69,33,35,35,22,14,4,26,14,7,13,17,5
2019,14,13,6,7,4,4,4,0,2,2,1,2,3,0,1,2,0,0
2020,163,181,120,111,54,57,57,44,39,23,11,13,18,13,8,7,16,7
2021,21,19,95,61,34,11,30,10,8,65,0,0,7,1,3,0,2,0
2022,65,63,61,62,42,29,26,21,16,8,8,7,9,7,5,5,4,1
2023,79,121,61,40,35,28,36,28,15,12,65,46,4,26,23,4,0,4
2024,43,250,16,11,8,52,16,11,3,12,26,8,6,10,6,1,4,1
2025,44,10,63,49,23,12,47,29,21,3,1,1,10,1,2,2,2,1
2026,52,50,57,27,64,15,37,14,18,11,25,7,27,25,9,8,34,2
2027,48,41,13,16,9,16,9,12,6,4,7,7,2,3,3,2,1,2
2028,11,8,8,5,5,2,4,2,3,3,2,1,1,3,0,2,0,0
2029,27,178,13,7,13,37,22,7,5,9,69,67,1,24,7,1,1,1
2030,214,171,100,69,105,66,93,34,54,28,101,56,32,59,34,22,23,0
2031,81,99,25,36,33,18,16,10,5,31,13,9,11,10,5,8,2,6
2032,10,17,44,23,28,3,17,6,0,2,0,1,1,0,1,0,0,0
2033,14,35,6,8,7,6,2,2,2,4,2,2,1,1,0,0,0,1
2034,13,34,1,4,2,11,0,2,2,0,0,0,1,2,1,1,1,1
2035,37,84,35,18,27,20,28,5,6,15,37,30,3,28,12,1,6,2
2036,25,45,6,4,4,15,4,1,3,2,2,0,1,14,0,1,0,2
2037,7,6,5,7,1,0,0,3,1,0,0,0,1,0,0,0,1,1
2038,154,176,76,63,40,97,43,43,35,23,19,12,31,57,12,22,9,1
2039,60,17,52,27,13,12,14,12,19,4,1,0,4,2,1,3,3,0
2040,18,20,3,14,0,6,0,4,1,2,0,1,2,0,1,1,0,0
2041,224,213,86,93,52,116,56,27,29,32,50,31,26,34,17,12,5,1
2042,56,114,76,49,84,31,67,13,15,31,28,8,7,10,20,5,9,0
2043,29,30,20,28,9,6,3,4,3,10,4,4,4,0,1,1,1,0
2044,3,22,3,0,1,6,2,1,1,0,4,4,0,3,1,0,1,0
2045,5,10,2,2,0,0,5,0,0,0,17,5,0,1,1,0,0,0
2046,31,52,11,8,9,8,7,3,4,7,4,2,1,4,2,0,3,1
2047,113,112,59,62,37,28,29,26,18,12,20,13,14,13,7,4,3,2
2048,14,9,10,9,9,4,3,1,4,4,0,0,3,2,0,3,2,0
2049,19,10,4,6,3,5,1,5,6,0,0,0,5,1,0,2,0,1
2050,131,87,36,54,22,45,16,12,15,17,9,6,6,4,1,2,2,0
2051,93,37,109,84,48,30,30,82,21,14,1,0,13,0,2,6,2,0
2052,7,14,7,8,6,1,1,0,1,3,2,2,0,0,0,0,0,0
2053,7,6,3,4,6,2,3,2,2,7,0,0,1,1,0,0,0,0
2054,91,148,125,46,75,32,111,25,15,16,29,27,5,10,22,3,2,2
2055,41,19,40,27,27,14,24,6,41,45,1,0,11,3,2,4,3,0
2056,61,57,93,63,87,15,48,24,19,73,8,6,6,4,7,10,1,2
2057,26,23,8,16,4,6,3,2,1,3,4,1,3,1,0,1,0,0
2058,35,24,19,27,15,13,10,2,3,11,1,0,2,2,1,1,1,0
2059,111,73,61,27,40,23,38,19,29,16,18,10,7,6,9,4,5,3
2060,76,120,76,62,31,29,33,26,8,16,12,2,12,1,6,2,4,2
2061,9,7,1,3,2,1,1,1,0,2,0,0,2,0,1,2,0,1
2062,48,17,40,20,9,7,8,48,34,0,0,0,2,0,1,0,0,0
2063,349,553,294,241,166,171,144,85,42,163,120,65,36,43,38,7,24,8
2064,105,42,60,118,40,21,30,27,24,13,6,3,19,6,4,9,7,0
2065,15,6,7,7,5,3,4,2,4,1,2,2,2,1,1,2,0,0
2066,11,11,15,1,9,6,13,2,2,0,1,0,1,0,1,0,1,0
2067,76,56,27,21,27,24,31,12,22,9,22,16,10,22,10,10,6,2
2068,25,46,55,21,22,24,45,6,7,4,28,28,1,19,6,1,2,0
2069,26,30,13,15,12,11,12,7,8,4,1,3,8,0,8,13,1,0
2070,48,30,28,28,16,15,17,11,8,1,4,4,4,1,3,3,4,1
2071,76,65,70,59,40,21,45,17,14,7,51,36,14,31,11,3,4,0
2072,67,61,27,86,13,114,17,12,13,11,4,5,19,11,4,12,1,0
2073,305,216,65,63,35,93,53,29,41,38,90,49,16,55,16,12,13,2
2074,9,9,11,12,6,1,3,2,4,12,4,3,2,1,1,0,0,0
2075,21,19,6,6,2,4,2,1,2,3,2,0,1,1,0,1,0,0
2076,34,48,1,7,7,10,0,4,1,9,3,2,1,6,0,1,1,2
2077,197,291,165,136,70,73,82,62,27,54,62,27,21,15,21,5,10,4
2078,45,57,12,18,9,34,10,4,5,1,5,3,2,1,5,0,0,1
2079,13,8,63,59,43,9,28,6,4,10,4,3,3,0,3,0,0,0
2080,17,6,7,6,3,2,5,6,5,1,0,0,2,0,1,3,0,2
2081,15,15,10,17,8,2,3,7,1,5,1,1,2,0,0,1,0,1
2082,20,29,30,15,10,8,15,2,4,1,5,3,4,0,1,1,0,0
2083,17,9,9,10,12,2,2,2,4,6,5,3,1,1,2,1,0,0
2084,79,54,22,27,9,24,7,20,13,5,9,7,4,8,1,2,0,1
2085,36,250,35,15,15,38,15,12,8,14,27,8,5,7,6,0,4,1
2086,7,11,6,4,7,1,3,0,2,3,1,1,1,0,1,2,0,0
2087,15,22,14,10,8,7,8,1,3,9,3,1,1,4,3,0,1,0
2088,93,82,178,95,201,35,166,24,26,52,32,7,15,21,27,4,18,0
2089,29,23,13,32,19,9,2,8,5,27,0,0,9,3,1,10,0,0
2090,40,92,152,56,56,32,63,14,15,13,7,4,5,6,11,1,3,0
2091,27,50,55,18,23,27,29,7,6,7,22,18,1,54,5,2,1,1
2092,283,281,142,107,84,93,94,58,77,16,33,21,32,34,18,22,22,5
2093,19,23,17,8,9,6,10,7,5,2,1,2,1,0,1,1,1,1
2094,26,13,16,24,23,7,15,24,3,4,3,1,16,2,1,8,1,0
2095,30,28,15,14,8,8,4,2,5,2,2,2,3,2,1,2,2,0
2096,26,64,58,23,26,22,26,10,5,11,6,3,0,1,12,0,0,0
2097,31,56,76,35,40,12,36,20,6,19,24,17,10,5,11,2,0,1
2098,95,49,128,206,110,27,41,37,20,70,7,5,28,3,3,6,3,3
2099,11,12,11,12,11,3,4,1,3,5,2,1,0,2,0,0,1,0
2100,79,168,30,46,18,80,23,15,14,10,63,53,10,45,10,5,2,1
2101,10,20,38,28,56,5,23,6,2,44,5,2,4,2,16,1,2,0
2102,276,216,107,76,41,63,42,58,35,28,5,5,16,6,7,7,7,3
2103,13,38,23,21,25,5,14,2,3,9,8,14,3,5,3,3,0,1
2104,22,17,14,13,9,1,6,5,3,5,1,0,2,0,2,0,0,1
2105,205,178,143,135,81,75,60,47,33,34,14,5,26,10,14,5,4,4
2106,327,401,134,129,87,160,101,46,18,40,140,47,26,35,42,5,4,1
2107,15,7,7,7,4,0,5,3,2,2,0,2,2,0,1,0,0,0
2108,8,11,3,6,2,4,0,4,1,0,5,7,1,0,1,1,0,0
2109,198,268,162,157,104,74,85,50,31,112,91,36,32,25,27,11,16,0
2110,29,127,65,22,41,31,89,15,11,13,25,10,7,12,18,2,5,0
2111,11,8,2,1,3,3,1,1,3,2,0,0,1,0,0,1,0,0
2112,29,20,7,6,3,11,3,2,3,0,4,3,1,1,0,0,1,1
