ID,Age,Location,Seniority-Book
48375,30,united kingdom,2002
48414,61,canada,2003
48420,36,canada,2000
48474,32,australia,1999
48586,47,germany,1997
48616,21,germany,2000
48623,19,united kingdom,1998
48644,42,australia,1999
48681,33,united kingdom,1995
48698,28,france,2002
48703,13,australia,2001
48760,37,australia,1990
48787,36,united kingdom,2000
48809,43,spain,2001
48816,23,canada,2002
48822,17,spain,2001
48826,14,australia,2002
48859,36,united kingdom,2001
48862,38,united kingdom,2000
48865,26,spain,2003
48890,31,united kingdom,1999
48897,25,spain,1999
48925,26,australia,1988
48942,46,united kingdom,2000
48958,19,italy,2001
48965,48,united kingdom,1997
48967,45,germany,1998
48982,59,italy,1990
49029,32,canada,1984
49049,51,canada,1998
49057,29,germany,1991
49060,38,germany,2001
49088,33,germany,2001
49113,48,germany,1990
49114,27,spain,2000
49123,25,germany,2002
49132,40,germany,2002
49140,27,germany,2000
49144,43,spain,2002
49150,28,spain,1998
49205,33,canada,2001
49215,39,canada,2001
49234,40,canada,1993
49242,30,canada,1988
49243,19,united kingdom,2000
49263,24,canada,2000
49268,53,spain,1994
49276,26,united kingdom,1995
49294,42,italy,2000
49298,30,germany,1989
49310,27,france,2001
49330,27,italy,2002
49343,49,spain,2002
49352,26,united kingdom,1999
49353,29,france,2002
49382,21,united kingdom,1997
49409,23,canada,1999
49415,16,canada,1987
49425,20,canada,2002
49514,37,switzerland,2003
49526,47,germany,1999
49534,31,spain,1998
49545,21,france,2000
49551,28,germany,1990
49556,18,united kingdom,1999
49566,37,canada,1997
49582,29,france,2003
49601,16,canada,1993
49624,24,united kingdom,2003
49629,32,germany,1990
49640,40,united kingdom,1996
49642,28,united kingdom,2001
49660,21,united kingdom,1996
49680,34,italy,1992
49689,22,canada,1990
49742,28,canada,1995
49755,31,united kingdom,1990
49776,73,united kingdom,2003
49788,16,canada,2000
49822,29,canada,1993
49845,21,canada,1998
49858,38,united kingdom,1993
49908,44,canada,2001
49909,27,france,2000
49927,20,germany,2001
49931,40,germany,1994
49934,26,united kingdom,1999
49999,24,united kingdom,2001
50019,43,canada,1997
50044,38,germany,2002
50111,34,germany,2000
50122,25,germany,1990
50182,24,united kingdom,1998
50187,52,united kingdom,2004
50193,27,canada,1997
50194,44,canada,1994
50201,33,united kingdom,2004
50211,59,canada,2003
50215,22,canada,1995
50219,23,italy,2002
50231,75,new zealand,1993
50250,26,germany,1998
50255,25,australia,2003
50261,25,united kingdom,2002
50275,45,germany,1998
50289,37,italy,1995
50293,21,canada,2004
50299,28,australia,1995
50321,40,spain,2000
50329,42,germany,2000
50330,25,germany,2000
50368,30,spain,2000
50376,25,australia,1995
50394,26,spain,2000
50409,21,australia,2004
50454,32,australia,1989
50455,39,germany,2000
50459,21,canada,1999
50464,42,united kingdom,1998
50478,16,canada,1999
50486,23,france,2002
50491,33,united kingdom,1990
50505,21,canada,1998
50513,24,canada,1993
50536,18,australia,1970
50547,32,canada,1998
50570,29,canada,1995
50572,24,australia,2002
50595,57,spain,1996
50597,29,canada,2001
50599,14,spain,2002
50610,39,germany,1987
50613,41,france,1990
50640,28,germany,2002
50642,30,canada,2000
50656,18,italy,1990
50662,29,germany,1997
50677,50,france,1999
50712,20,canada,1991
50720,26,canada,1999
50723,37,spain,1990
50729,44,spain,1984
50741,33,canada,1992
50759,26,switzerland,2002
50761,48,france,2003
50763,25,germany,1997
50768,38,canada,1997
50769,133,united kingdom,1997
50797,47,united kingdom,1997
50802,63,spain,2001
50828,16,canada,1999
50833,43,canada,1995
50849,52,canada,1996
50873,16,australia,1993
50874,47,united kingdom,1999
50880,54,australia,1990
50904,27,canada,2004
50908,35,united kingdom,1999
50928,43,italy,2002
50931,25,france,2002
50932,32,united kingdom,1990
50937,35,spain,1977
50942,24,spain,2003
50976,33,united kingdom,1990
50981,41,canada,1965
50984,18,united kingdom,1998
50987,23,united kingdom,1996
50993,35,germany,2000
51057,13,spain,2003
51059,21,germany,1998
51087,33,united kingdom,1990
51111,47,canada,2003
51112,21,canada,1999
51135,36,united kingdom,2001
51145,18,united kingdom,2000
51165,35,canada,2001
51184,25,germany,2002
51194,60,canada,1995
51221,36,germany,2002
51234,39,spain,1997
51247,81,australia,1995
51248,47,canada,2000
51275,54,united kingdom,1987
51276,32,italy,1997
51288,36,italy,1996
51315,26,spain,2002
51320,28,france,2002
51337,55,united kingdom,1987
51342,21,italy,1990
51344,28,united kingdom,1999
51347,27,canada,1982
51364,40,canada,2002
51402,26,germany,2001
51403,32,germany,2000
51404,35,germany,2000
51429,29,spain,1999
51434,35,australia,2000
51449,26,united kingdom,2001
51483,32,germany,2002
51529,31,spain,2002
51561,13,united kingdom,1999
51569,46,australia,1990
51593,52,germany,1996
51596,23,canada,1991
51622,37,canada,2003
51666,32,united kingdom,2004
51708,48,united kingdom,1990
51714,39,canada,2004
51725,13,australia,1996
51727,15,germany,1990
51741,27,germany,1993
51780,51,canada,2001
51786,64,germany,1987
51803,34,canada,2004
51847,41,germany,1998
51860,25,united kingdom,1997
51863,45,canada,1995
51871,40,italy,2002
51899,25,united kingdom,1998
51908,36,switzerland,1993
51914,43,germany,2000
51928,55,australia,2002
51936,49,united kingdom,2001
51956,31,spain,2000
51958,22,spain,2003
51971,33,canada,1999
52011,37,canada,1997
52013,16,canada,1987
52022,36,germany,1996
52026,40,switzerland,2000
52038,30,spain,2002
52041,34,germany,1992
52048,28,canada,1990
52054,36,germany,2000
52060,38,canada,1996
52062,21,australia,1995
52074,21,spain,1990
52120,19,germany,1999
52179,54,switzerland,1997
52182,48,united kingdom,1990
52196,47,canada,1984
52197,31,spain,1999
52200,57,australia,2001
52203,32,france,2002
52230,21,united kingdom,1995
52284,38,canada,2003
52291,36,canada,1997
52296,28,canada,1997
52307,43,italy,1995
52309,29,canada,2000
52323,38,germany,1997
52335,18,france,2002
52338,36,germany,2002
52352,70,canada,1986
52379,27,germany,2001
52383,52,spain,1990
52385,48,germany,1993
52392,34,australia,1982
52401,54,australia,1990
52406,16,switzerland,1999
52423,56,united kingdom,1999
52441,30,australia,1990
52455,27,united kingdom,2001
52470,34,spain,1998
52495,26,spain,1985
52530,55,switzerland,2003
52531,35,united kingdom,2004
52542,25,france,2001
52550,27,france,1998
52557,39,australia,1991
52561,30,canada,1993
52586,26,united kingdom,2002
52597,37,canada,1992
52605,52,canada,2000
52606,40,new zealand,1992
52641,71,united kingdom,2000
52642,32,canada,1972
52649,212,canada,1999
52662,27,spain,1994
52668,50,united kingdom,1969
52673,26,spain,1999
52676,48,australia,1990
52710,27,united kingdom,1995
52726,26,germany,1990
52777,65,canada,2003
52782,21,germany,1994
52802,42,canada,2003
52807,38,canada,1995
52816,34,canada,2004
52822,49,australia,1990
52855,28,united kingdom,1993
52864,41,spain,1997
52885,32,germany,2002
52925,40,switzerland,1999
52928,25,spain,1997
52966,30,germany,2001
53023,38,new zealand,1990
53091,26,united kingdom,1998
53106,38,australia,1983
53115,21,united kingdom,2000
53127,34,united kingdom,2002
53136,30,canada,1998
53149,31,germany,1997
53151,32,australia,1996
53163,44,australia,1994
53169,38,canada,1994
53177,34,germany,2004
53224,26,france,1990
53225,29,spain,1993
53227,27,canada,1996
53273,27,canada,1984
53278,34,canada,1995
53284,19,united kingdom,2002
53288,14,australia,1994
53300,15,australia,1989
53317,38,canada,1994
53338,24,canada,1995
53354,15,australia,1997
53357,9,australia,1990
53452,22,germany,2000
53453,25,france,1994
53469,34,germany,1994
53501,32,united kingdom,1988
53504,18,canada,1991
53510,23,united kingdom,1999
53520,59,canada,1997
53527,38,canada,1994
53557,23,canada,1999
53567,23,canada,2000
53580,28,canada,1994
53585,42,australia,2003
53590,40,switzerland,1990
53617,57,canada,2002
53628,22,france,1990
53686,32,italy,1989
53688,28,france,1990
53698,40,switzerland,2003
53702,22,united kingdom,2002
53740,25,united kingdom,2000
53741,29,australia,1995
53752,27,australia,2000
53760,22,spain,1998
53765,75,canada,2001
53770,22,spain,2003
53772,49,italy,1990
53781,21,italy,2002
53795,29,italy,1990
53800,26,switzerland,1998
53802,25,spain,2001
53808,20,spain,1987
53812,28,spain,1999
53816,30,spain,1997
53886,36,spain,1995
53902,34,new zealand,1996
53918,27,australia,2003
53947,32,germany,2003
53961,20,spain,2000
53967,47,united kingdom,2000
54000,41,canada,2000
54021,43,united kingdom,1999
54036,31,spain,1998
54048,28,spain,2002
54049,29,spain,1999
54056,22,canada,1997
54064,61,canada,2001
54095,47,canada,1997
54116,43,germany,1980
54118,47,canada,2004
54123,31,germany,1996
54129,30,spain,1981
54130,31,canada,1998
54148,75,australia,2004
54154,21,new zealand,2002
54165,27,australia,1997
54181,48,united kingdom,1999
54198,44,australia,2000
54218,27,germany,1998
54250,37,australia,1990
54264,44,canada,1990
54274,35,france,1995
54282,50,united kingdom,2002
54286,23,australia,1990
54299,28,new zealand,1987
54319,19,australia,1994
54374,24,canada,2004
54378,44,new zealand,1983
54385,40,spain,2002
54395,32,united kingdom,2004
54404,22,canada,1993
54412,45,australia,1999
54426,53,canada,1987
54549,15,australia,1995
54572,51,united kingdom,1991
54627,25,united kingdom,1990
54675,15,spain,1999
54731,28,switzerland,1996
54747,40,canada,2003
54769,24,spain,2003
54776,24,france,2002
54790,30,spain,1995
54813,26,spain,2000
54817,25,united kingdom,2004
54838,21,canada,1990
54850,44,australia,2004
54875,19,france,1982
54890,36,spain,1984
54913,24,germany,1998
54943,19,canada,1982
54946,49,united kingdom,1990
54948,20,canada,2002
54954,33,france,1995
54958,43,italy,1995
54973,20,germany,2001
54980,25,canada,1964
54988,24,united kingdom,2002
54992,28,spain,2003
54999,50,canada,2000
55006,34,canada,1996
55034,21,australia,1995
55046,20,canada,1997
55053,26,united kingdom,1990
55058,38,canada,1996
55067,32,canada,1995
55081,41,united kingdom,2001
55086,28,germany,1994
55094,44,canada,2000
55098,51,australia,1999
55127,33,australia,2003
55136,40,united kingdom,1996
55151,26,germany,1999
55156,35,spain,2004
55162,14,australia,2000
55184,31,canada,1996
55185,15,canada,1983
55189,23,canada,1992
55199,25,spain,2003
55217,26,spain,1999
55226,21,australia,2000
55242,30,canada,1999
55251,26,canada,1968
55287,29,spain,1999
55288,14,new zealand,1999
55331,35,germany,1990
55341,33,canada,1989
55358,39,spain,2003
55375,18,canada,2001
55409,31,united kingdom,1993
55416,27,germany,1991
55455,24,france,1993
55470,28,germany,2000
55476,24,france,2002
55493,35,canada,1990
55509,45,canada,2003
55515,39,united kingdom,1996
55517,25,spain,2003
55554,24,spain,1978
55565,25,france,2003
55591,19,canada,1994
55595,28,germany,2002
55634,32,united kingdom,1988
55664,17,germany,1997
55700,50,united kingdom,1990
55703,34,germany,1988
55728,46,canada,1999
55734,37,canada,2003
55795,40,united kingdom,1997
55810,35,canada,1998
55825,32,canada,1982
55831,32,australia,2000
55843,20,germany,2001
55850,47,canada,1999
55853,26,spain,1992
55858,28,canada,1999
55862,29,canada,1993
55894,20,united kingdom,2004
55941,48,australia,1997
55946,47,canada,1992
55962,32,united kingdom,1992
55968,39,australia,1998
55974,27,australia,2001
55981,27,italy,2002
55982,44,germany,1984
55997,55,united kingdom,1999
56015,20,spain,1988
56026,21,canada,1997
56031,40,canada,1994
56039,34,france,2000
56041,14,australia,1999
56043,15,australia,1997
56055,25,germany,1994
56090,34,canada,1992
56103,13,australia,2004
56124,31,france,1982
56136,61,australia,1997
56162,37,germany,1997
56167,22,italy,2003
56188,30,germany,1998
56246,37,canada,2002
56264,15,germany,2002
56268,31,france,1991
56271,22,united kingdom,2001
56272,19,canada,2004
56276,19,spain,2001
56282,24,spain,1996
56286,21,germany,1996
56338,35,germany,1998
56358,28,canada,2001
56369,54,canada,1998
56378,23,canada,1999
56383,46,germany,2000
56397,25,switzerland,2003
56399,63,united kingdom,2000
56444,58,germany,1990
56467,29,germany,1972
56470,30,germany,2001
56508,39,canada,1981
56514,24,united kingdom,1990
56561,36,united kingdom,1993
56567,55,new zealand,2002
56574,62,canada,1997
56591,52,united kingdom,1991
56595,22,united kingdom,1974
56657,34,australia,1992
56669,50,canada,2000
56681,50,united kingdom,1990
56728,39,canada,1997
56743,36,canada,1998
56776,23,germany,2000
56829,17,germany,2002
56852,41,canada,1997
56863,36,australia,1990
56874,15,canada,2000
56884,50,canada,1990
56888,26,italy,2002
56897,47,australia,1997
56910,47,switzerland,1994
56941,34,united kingdom,1961
56947,55,canada,1993
56958,39,germany,1976
56964,42,australia,1998
56976,41,spain,2003
56979,27,france,2000
56991,24,united kingdom,1997
57049,25,australia,1992
57056,23,united kingdom,1990
57057,30,spain,2003
57110,22,spain,1996
57148,24,united kingdom,1999
57150,16,australia,2002
57171,46,switzerland,2003
57213,14,canada,2000
57240,51,canada,2002
57256,14,canada,1996
57279,23,canada,1985
57288,13,canada,1982
57294,39,united kingdom,1995
57304,46,canada,2001
57312,40,australia,2000
57345,19,canada,1994
57384,29,united kingdom,2004
57396,44,united kingdom,2000
57410,33,australia,2002
57418,32,canada,1989
57427,19,canada,1999
57435,22,germany,1974
57447,38,italy,2002
57449,29,germany,1999
57451,20,germany,2001
57463,82,france,1990
57469,25,canada,1998
57505,39,canada,1995
57506,20,germany,2000
57522,13,australia,1995
57526,45,new zealand,2001
57532,26,germany,2000
57540,26,germany,1990
57590,19,germany,2003
57598,42,spain,1996
57612,34,united kingdom,1999
57619,26,italy,1997
57623,21,germany,1971
57644,29,switzerland,2002
57743,27,germany,2001
57747,25,germany,1994
57787,21,canada,1985
57788,83,canada,2000
57838,27,australia,1998
57844,23,spain,1984
57852,17,germany,1992
57853,24,canada,1997
57857,20,united kingdom,1995
57868,26,germany,2004
57879,60,united kingdom,2002
57885,27,united kingdom,1990
57965,26,united kingdom,2004
57966,38,canada,1997
58037,47,spain,1998
58050,44,canada,2001
58076,32,switzerland,2000
58107,29,germany,1999
58134,14,australia,2002
58141,32,canada,1979
58162,20,spain,2004
58168,37,germany,1999
58179,19,spain,2003
58180,37,united kingdom,1979
58202,25,australia,1997
58210,23,united kingdom,1997
58231,39,italy,2000
58232,26,spain,1996
58245,36,australia,1993
58250,19,germany,1992
58256,18,canada,1995
58259,18,germany,2000
58260,17,canada,2002
58279,18,canada,1995
58292,28,germany,1996
58297,13,new zealand,2004
58306,22,canada,1998
58317,17,germany,1975
58349,26,spain,1991
58350,38,canada,1988
58358,45,france,1999
58379,33,spain,1997
58399,42,france,1994
58412,45,spain,1997
58421,36,canada,1999
58456,33,united kingdom,1997
58458,23,united kingdom,2000
58488,69,canada,2003
58491,21,canada,1985
58497,26,france,2000
58519,17,germany,2000
58537,19,germany,1999
58576,32,united kingdom,2004
58587,27,germany,2000
58588,26,germany,2003
58597,43,switzerland,2004
58608,30,germany,2002
58617,24,spain,2001
58622,46,united kingdom,1982
58666,36,france,1998
58693,47,canada,1998
58722,33,united kingdom,1986
58732,38,united kingdom,2000
58733,29,canada,1997
58750,37,united kingdom,2004
58757,43,united kingdom,2000
58768,35,canada,1995
58794,37,united kingdom,2003
58811,27,united kingdom,1990
58821,34,canada,2001
58828,48,united kingdom,1994
58832,45,australia,1988
58834,56,australia,1997
58838,52,australia,2001
58861,41,australia,2003
58863,16,france,1999
58869,43,united kingdom,2002
58878,31,united kingdom,1995
58904,48,united kingdom,2001
58915,30,united kingdom,2003
58940,16,spain,1984
