ISBN,Title,Author,Year_Publication,Publisher
19048,Besieged,Beatrice Small,2003,Kensington Publishing Corporation
58757,Shades of Midnight (Zebra Historical Romance),Linda Fallon,2003,Zebra Books (Mass Market)
15901,Chanting the Dawn,Marylyle Rogers,1991,Pocket
15907,Chanting the Storm,Marylyle Rogers,1994,Pocket
38560,Highland Hearts (Zebra Historical Romance),Hannah Howell,2002,Zebra Books
18441,"Dragon's Knight (Harlequin Historical, No. 606)",Catherine Archer,2002,Harlequin
13062,Destinys Daughter,Rebecca Brandewyne,2001,Mira
58805,Jane Eyre (Puffin Classics),Charlotte Bronte,1991,Penguin USA
15365,Beowulf,Burton Raffel,1995,Mentor Books
48187,The King's Peace (Sulien),Jo Walton,2002,Tor Fantasy
14142,Satanic Bible,Anton Szandor Lavey,1976,Avon
45073,Dragon Weather (Obsidian Chronicles),Lawrence Watt-Evans,2000,Tor Fantasy
36855,Eva,Marianne Friedriksson,2001,Fisher
26871,Prophet (Kahlil Gibran Pocket Library Series),Kahlil Gibran,1996,Alfred A. Knopf
33928,12 Monkeys: A Novel,Elizabeth Hand,1995,Harper Mass Market Paperbacks (Mm)
43402,The Last Madam: A Life in the New Orleans Underworld,Chris Wiltz,2000,Faber &amp; Faber
46711,My Stroke of Luck,Kirk Douglas,2003,Perennial Currents
19243,The House of Whacks,Matthew Branton,1999,Bloomsbury USA
49722,Code of the Lifemaker,James P. Hogan,1995,Del Rey Books
40572,The Painter,Will Davenport,2003,Bantam
26529,"Feel This Book: An Essential Guide to Self-Empowerment, Spiritual Supremacy, and Sexual Satisfaction",Ben Stiller,2000,Ballantine Books
50115,The LAST TEMPTATION OF CHRIST,Nikos Kazantzakis,1998,Touchstone
20720,Bored of the Rings: A Parody of J.R.R. Tolkien's the Lord of the Rings,Harvard Lampoon Staff,1993,Roc
67516,"EIGHT SPELLS A WEEK: SABRINA, THE TEENAGE WITCH #17: SUPER EDITION",Var Ious,1998,Simon Spotlight Entertainment
40626,Muerte En Venecia,Thomas Mann,2000,"Plaza &amp; Janes Editores, S.A."
68555,Brief Encounters,Emily Coleman,1980,Doubleday Books
68557,Prairie Rose,Susan E. Kirby,1997,Harper Mass Market Paperbacks (Mm)
68558,Death of a Blue Movie Star,Jeffery Wilds Deaver,1990,Bantam Books
12980,Second Opinion (Time of Your Life),Evelyn Rogers,1999,Love Spell
68559,The House on the Hill,Judith Kelman,1992,Bantam
67115,Speaking With Strangers,Mary Cantwell,1999,Penguin Books
34448,The Witches of Wenshar (Unschooled Wizard 2),Barbara Hambly,1993,Del Rey Books
36584,Moviegoer,Walker Percy,1990,Ivy Books
33021,Auf dem Jakobsweg. Tagebuch einer Pilgerreise nach Santiago de Compostela.,Paulo Coelho,2000,Diogenes Verlag
20698,Jennie,Paul Gallico,1963,Penguin USA
61234,Elegance,Kathleen Tessaro,2004,Avon Trade
26912,"Sex, Economy, Freedom &amp; Community: Eight Essays",Wendell Berry,1994,Pantheon Books
28214,I Love Everybody (and Other Atrocious Lies) : True Tales of a Loudmouth Girl,LAURIE NOTARO,2004,Villard
10772,Unexplained Sniglets of the Universe,Rich Hall,1986,Simon &amp; Schuster
60723,Der Spaziergang von Rostock nach Syrakus.,Friedrich Christian Delius,1998,Rowohlt Tb.
38834,Dreiunddrei√?¬?ig ( 33) Augenblicke des Gl√?¬ºcks.,Ingo Schulze,1998,Dtv
47226,Pop Internationalism,Paul Krugman,1996,Mit Pr
64857,SIX TALES OF THE JAZZ AGE,F. Scott Fitzgerald,1966,Scribner
27160,Saturn's Race,Larry Niven,2001,Tor Science Fiction
21151,Fraud: Essays,David Rakoff,2002,Broadway Books
33725,The Tin Princess,PHILIP PULLMAN,1996,Laurel Leaf
34105,Baghdad Without a Map: And Other Misadventures in Arabia,Tony Horwitz,1992,Plume Books
61263,"Gutted : Down to the Studs in My House, My Marriage, My Entire Life",Lawrence LaRose,2004,Bloomsbury USA
9752,HG Wells Science Fiction Tre : Cwl (Chatham River Press Readers Bookshelf),H. G. Wells,1984,Random House Value Publishing
8025,Dairy Queen Days : A Novel,Robert Inman,1998,Back Bay Books
47329,CHICK FOR A DAY : What Would You Do If You Were One?,Fiona Giles,2000,Simon &amp; Schuster
14590,"The South Beach Diet: The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss",Arthur Agatston,2003,Rodale Books
50744,Syrup,Maxx Barry,1999,Penguin USA
38489,Witch Child,Celia Rees,2001,Candlewick Press (MA)
58287,"Mercenary (Bio of a Space Tyrant, Vol 2)",Piers Anthony,1984,Harper Mass Market Paperbacks (Mm)
39501,Drop City,T. Coraghessan Boyle,2004,Penguin USA (Paper)
48915,What Should I Do with My Life? : The True Story of People Who Answered the Ultimate Question,Po Bronson,2003,Random House Trade Paperbacks
16198,The bookshop,Penelope Fitzgerald,1989,Flamingo
50949,Fortress in the Eye of Time,C. J. Cherryh,1996,Eos
15057,The Nightingale Legacy,Catherine Coulter,1995,Jove Books
39266,Anything We Love Can Be Saved: A Writer's Activism,Alice Walker,1998,Ballantine Books
36719,Wren to the Rescue,Sherwood Smith,1993,Yearling Books
16228,Love in the Asylum : A Novel,Lisa Carey,2004,William Morrow
47306,Planet of Twilight (Star Wars (Random House Paperback)),Barbara Hambly,1998,Spectra Books
26173,Timbuktu,Paul Auster,1999,Henry Holt &amp; Company
29028,Gotham Diaries: A Novel,Tonya Lewis Lee,2004,Hyperion
14353,"To the Stars: The Autobiography of George Takei, Star Trek's Mr. Sulu",George Takei,1994,Pocket Books
65869,Ghost Stories of Alberta,B. Smith,1993,Hounslow Press
52015,TO SHIELD THE QUEEN (Mystery at Queen Elizabeth I's Court (Hardcover)),Fiona Buckley,1997,Scribner
49234,Single Combat,Dean Ing,1993,Tor Books (Mm)
43116,Falcon and the Sword,Julie Beard,1997,Jove Books
21236,Summer of Love,Lisa Mason,1995,Bantam
55353,Firefox,Craig Thomas,1978,Bantam Books
64489,"Elizabeth and Mary : Cousins, Rivals, Queens",JANE DUNN,2004,Knopf
42063,Force of Eagles,Richard Herman,1991,Avon
21768,In the Presence of Enemies,William J. Coughlin,1994,St. Martin's Press
66196,The Unknown Masterpiece (Dover Thrift Editions),Honore Balzac,1999,Dover Publications
17502,Timebends: A Life,Arthur Miller,1995,Penguin Books
31499,Ghost Stories (Story Library),Robert Westall,1993,Kingfisher
25426,The Book of Dead Birds : A Novel,Gayle Brandeis,2003,HarperCollins
9758,"Mary Higgins Clark: Three New York Times Bestselling Novels : While My Pretty Sleeps, Loves Music, Loves to Dance, All Around the Town",Mary Higgins Clark,1996,Wings
9756,The Gold Coast,Nelson Demille,1990,Warner Books Inc
47206,Galapagos (Delta Fiction),KURT VONNEGUT,1999,Delta
21899,Rookery Blues: A Novel,Jon Hassler,1998,Ballantine Books
63934,The Fourth Angel,Suzanne Chazin,2001,Putnam Publishing Group
13513,Morgans Passing,Anne Tyler,1986,Berkley Publishing Group
18245,Farewell to Arms,Ernest Hemingway,1929,Charles Scribner's Sons
16230,Codex,Lev Grossman,2004,Harcourt
32270,Charlotte's Web,E. B. White,1952,Harpercollins Juvenile Books
63512,The Book of the Courtesans: A Catalogue of Their Virtues,Susan Griffin,2002,Broadway Books
28168,Cocktails for Three,Madeleine Wickham,2002,St. Martin's Paperbacks
16324,The Angry Angel (Sisters of the Night),Chelsea Quinn Yarbro,1999,Avon Books
59144,The Muse Asylum,David Czuchlewski,2002,Penguin Books
27629,Power and Terror: Post 9-11 Talks and Interviews,Noam Chomsky,2003,Seven Stories Press
11820,Selected Poems of Rumi (Dover Thrift Editions),Jalal Al-Din Rumi,2001,Dover Publications
47574,Daddy-Long-Legs (Puffin Classics),Jean Webster,1989,Penguin USA
63651,Dragon Prince Book 1: Book 1,Melanie Rawn,1988,Daw Books
53539,Tell Me No Lies,Elizabeth Lowell,2001,Mira
54242,Out of My Mind : The Discovery of Saunders-Vixen,Richard Bach,1999,William Morrow
19174,The Book on the Bookshelf (Vintage),Henry Petroski,2000,Vintage Books USA
13333,Push Not The River,James Conroyd Martin,2003,Thomas Dunne Books
40072,Do Fish Drink Water? : Puzzling and Improbable Questions and Answers,Bill McLain,2000,HarperResource
40416,Buffalo Woman Comes Singing: The Spirit Song of a Rainbow Medicine Woman (Religion and Spirituality),Brooke Medicine Eagle,1991,Ballantine Books
52549,I &amp; Claudius: Travels With My Cat,Clare De Vries,2000,Bloomsbury Publishing (NY)
35495,The Perseids and Other Stories,Robert Charles Wilson,2001,Tor Books
40837,Celeste Ascending : A Novel,Kaylie Jones,2001,Perennial
53616,Herb Gardening in Five Seasons,Adelma Grenier Simmons,1992,Penguin USA
53788,"Giants, Monsters, and Dragons: An Encyclopedia of Folklore, Legend, and Myth",Carol Rose,2001,W.W. Norton &amp; Company
26330,Boonville : A Novel,Robert Mailer Anderson,2003,Perennial
46739,Bingo Queens of Paradise : A Novel,June Park,2000,Perennial
14199,Timequake,Kurt Vonnegut,1997,G. P. Putnam's Sons
23847,Mr. Timothy,Louis Bayard,2003,HarperCollins
39799,Gravity and Grace,Simone Weil,1997,Bison
37619,The  Prosperous Few and the Restless Many (The Real Story Series),Noam Chomsky,2002,Odonian Press
12232,Ship Sooner : A Novel,Mary Sullivan,2004,William Morrow
67063,The Nag Hammadi Library in English : Revised Edition,James M. Robinson,1990,HarperSanFrancisco
22562,A Rare Benedictine,Ellis Peters,1991,Warner Books
26598,The Colossus of New York: A City in 13 Parts,COLSON WHITEHEAD,2003,Doubleday
25457,She is Me: A Novel,Cathleen Schine,2003,"Little, Brown"
16183,The Myth of Freedom (Shambhala Classics),CHOGYAM TRUNGPA,2002,Shambhala
35792,The Lost Oasis: The Desert War and the Hunt for Zerzura,Saul Kelly,2003,Westview Press
11536,"The Bastard King:  Scepter of Mercy, Book One",Dan Chernenko,2003,Roc
15553,Isn't It Romantic? : An Entertainment,Ron Hansen,2003,HarperCollins
62779,One Hot Second : Stories About Desire,CATHY YOUNG,2002,Knopf Books for Young Readers
35335,The Self-Aware Universe: How Consciousness Creates the Material World,Maggie Goswami,1995,Jeremy P. Tarcher
35783,"Do What You Love, the Money Will Follow: Discovering Your Right Livelihood",Marsha Sinetar,1989,Paulist Pr
45205,Maggie Darling: A Modern Romance,James Howard Kunstler,2004,Atlantic Monthly Press
25740,Ruined by Reading: A Life in Books,Lynne Sharon Schwartz,1997,Beacon Press
29149,Tao Te Ching: A New English Version,Stephen Mitchell,1991,Perennial
45963,Waiting for My Cats to Die : A Memoir,Stacy Horn,2002,St. Martin's Griffin
67530,"His Needs, Her Needs: Building an Affair-Proof Marriage",Willard F. Harley Jr.,2001,Revell
26109,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,Robert M. Pirsig,2000,Perennial
40022,Year's Best Science Fiction: Twentieth Annual Collection,Gardner Dozois,2003,St. Martin's Press
9761,The Immortal Class: Bike Messengers and the Cult of Human Power,Travis Hugh Culley,2002,Random House Trade
9762,Sahara Unveiled: A Journey Across the Desert,William Langewiesche,1996,Random House Inc
9766,In Advance of the Landing: Folk Concepts of Outer Space,Douglas Curran,1986,Client Distribution Services
29275,Oscar and Lucinda,Peter Carey,0,Faber Faber Inc
30061,The Store of a Million Items: Stories,Michelle Cliff,1998,Houghton Mifflin Company
21492,August,Judith Rossner,1997,Mariner Books
31165,Sandman,J. Robert Janes,1997,Soho Press
19785,SHOWDOWN AT THE MALL SABRINA THE TEENAGE WITCH 2,Diana G. Gallagher,1997,Simon Spotlight Entertainment
54550,As Time Goes By,Michael Walsh,1999,Warner Books
26313,His Brother's Keeper : A Story from the Edge of Medicine,Jonathan Weiner,2004,Ecco
53473,Memoranda,Jeffrey Ford,2000,Eos
34452,The House of Sight and Shadow,Nicholas Griffin,2002,Random House Trade
38605,"Sabrina : A Novelization (Sabrina, the Teenage Witch , No 1)","Bobbi J.G, Weiss",1997,Simon Spotlight Entertainment
29467,Bright Paradise,Peter Raby,1997,Princeton University Press
48938,The Knight and the Rose,Isolde Martyn,2002,Berkley Publishing Group
49676,"Gun, with Occasional Music (Harvest Book)",Jonathan Lethem,2003,Harvest Books
16274,The Voices: A Novel,Susan Elderkin,2003,Grove Press
52503,Europa,Tim Parks,1999,Arcade Publishing
57776,City of Light,LAUREN BELFER,2003,Delta
6124,Hard Times for These Times (English Library),Charles Dickens,1985,Penguin Putnam~mass
18359,South of Reason : A Novel,Cindy Eppes,2002,Atria
40428,Neverwhere : A Novel,Neil Gaiman,2003,Perennial
44802,What Every American Should Know About American History: 200 Events That Shaped the Nation,Alan Axelrod,1993,Bob Adams Inc. Publishers
64247,The Dark Half,Stephen King,1994,Signet
40082,The Mammoth Cheese: A Novel,Sheri Holman,2003,Atlantic Monthly Press
39533,WALDEN AND ON THE DUTY OF CIVIL DISOBEDIENCE,Henry David Thoreau,1962,Scribner
61656,Without a Hero: Stories,T. Coraghessan Boyle,1995,Penguin Books
17514,Homo Zapiens,Victor Pelevin,2003,Penguin Books
33667,The Honey Thief,Elizabeth Graver,2000,Harvest Books
67182,Moosewood Restaurant Cooks at Home: Fast and Easy Recipes for Any Day,Moosewood Collective,1994,Fireside
11058,"Bitten (Women of the Otherworld, Book 1)",Kelley Armstrong,2002,Plume Books
24948,How to Make the World a Better Place: 116 Ways You Can Make a Difference,Jeffrey Hollender,1995,W. W. Norton &amp; Company
39094,"The Healthy Kitchen: Recipes for a Better Body, Life, and Spirit",Andrew Weil,2002,Alfred A. Knopf
56455,Roots,Alex Haley,1976,Doubleday Books
53711,Tulip,Anna Pavord,2001,Bloomsbury Publishing PLC
34857,Dr. Tatiana's Sex Advice to All Creation,Olivia Judson,2003,Owl Books
27138,"You Back the Attack, We'll Bomb Who We Want",Micah Ian Wright,2003,Seven Stories Press
32221,Musashi,Eiji Yoshikawa,1995,Kodansha International (JPN)
56136,Three,Julie Hilden,2003,Plume Books
13311,Night Sins,Tami Hoag,1995,Bantam Dell Pub Group
48350,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,2003,Plume Books
12630,The Last King of Texas,RICK RIORDAN,2001,Bantam
25359,The Magickers (Magickers (Paperback)),Emily Drake,2002,Daw Books
40411,Iceberg,Clive Cussler,2004,Berkley Publishing Group
35484,Changing Planes: Stories,Ursula K. Le Guin,2003,Harcourt
19341,Raise the Titanic (Dirk Pitt Adventures (Paperback)),Clive Cussler,2004,Berkley Publishing Group
55623,Walking,Henry David Thoreau,1994,HarperSanFrancisco
15111,Dirk Pitt Revealed,Clive Cussler,1998,Pocket
32217,"Toxic Sludge Is Good for You!: Lies, Damn Lies and the Public Relations Industry",John Stauber,1995,Common Courage Press
40969,"The Chronicles of Chrestomanci, Volume 1: Charmed Life / The Lives of Christopher Chant",Diana Wynne Jones,2001,HarperTrophy
48179,"War of the Twins (DragonLance Legends, Vol 2)",Margaret Weis,1986,TSR
19333,"Before the Mask (Dragonlance Saga, Villains Series, Volume 1)",Michael Williams,1993,Wizards of the Coast
19332,Flint the King (Dragonlance: Preludes),Mary Kirchoff,1990,Wizards of the Coast
19331,"Riverwind the Plainsman (Dragonlance: Preludes, Volume 4)",Paul B. Thompson,1990,Wizards of the Coast
33916,"The Messenger (Dragonlance Icewall, Vol. 1)",Douglas Niles,2001,Wizards of the Coast
35694,In a Sunburned Country,Bill Bryson,2000,Random House Audio Publishing Group
22353,Dancing With a Rogue (Berkley Sensation),Patricia Potter,2003,Berkley Publishing Group
18012,Black Genesis (Mission Earth Series Vol 2),L. Ron Hubbard,1988,Bridge Publications
23173,Fountain of Dreams (Get Connected Romances),Josie Litton,2003,Bantam Books
18011,"The Invaders Plan (Mission Earth Series, Vol 1)",L. Ron Hubbard,1990,Bridge Publications
67490,Heroes,ROBERT CORMIER,2000,Laurel Leaf
15757,Time Without End,Linda Lael Miller,1995,Berkley Publishing Group
32184,Blue Gold : A Novel from the NUMA Files (NUMA Files (Paperback)),Clive Cussler,2001,Pocket
40725,Eleanor and Abel: A Romance,Annette Sanford,2003,Counterpoint Press
47486,The Fate of the Earth,Jonathan Schell,1988,Harper Mass Market Paperbacks (Mm)
44430,Left Behind (Left Behind #1),Tim Lahaye,1995,Tyndale House Publishers
40529,Empire,Michael Hardt,2001,Harvard University Press
22936,Sea Fighter,James H. Cobb,2000,Jove Books
49005,Calypso Dreaming,Charles Butler,2002,Collins Voyager
27906,Our Lady of the Forest,DAVID GUTERSON,2003,Knopf
34459,"Jane Eyre: Authoritative Text, Backgrounds, Criticism (Norton Critical Editions)",Charlotte Bronte,1987,W W Norton &amp; Co Inc
46588,The Laws of Evening,Mary Yukari Waters,2003,Scribner
9911,"All I Want Is Everything (Gossip Girl, 3)",Cecily von Ziegesar,2003,"Little, Brown"
9769,Madeleine's Ghost,Robert Girardi,1996,Bantam Dell Pub Group
40240,Ultimate Unofficial Guide to the Mysteries of Harry Potter,Galadriel Waters,2003,Wizarding World Press
39664,The Best American Novels of the Twentieth Century Still Readable Today,Eleanor M. Gehres,2001,Fulcrum Publishing
64821,Savages,Shirley Conran,1987,Simon &amp; Schuster
56118,After,Francine Prose,2003,Joanna Cotler
26396,The Book and the Brotherhood (Penguin Fiction),Iris Murdoch,1988,Penguin Books
33460,Villa Incognito,TOM ROBBINS,2003,Bantam
39605,Don't Read This Book If You're Stupid: Stories,Tibor Fischer,2001,Picador USA
9770,Operating Systems: Design and Implementation (Second Edition),Andrew S. Tanenbaum,1997,Prentice Hall
14268,"Walden; Or, Life in the Woods (Dover Thrift Editions)",Henry David Thoreau,1995,Dover Publications
39250,Persuasion (World's Classics),Jane Austen,1990,Oxford University Press
25480,The Mushroom Man,Sophie Powell,2003,G. P. Putnam's Sons
39642,Five Miles From Outer Hope,Nicola Barker,2000,Faber Faber Inc
45195,Oaxaca Journal (National Geographic Directions),Oliver Sacks,2002,National Geographic
49619,How to Read Literature Like a Professor : A Lively and Entertaining Guide to Reading Between the Lines,Thomas C. Foster,2003,Perennial Currents
21894,Queen's Man (Ballantine Reader's Circle),SHARON KAY PENMAN,1998,Ballantine Books
27877,Ways of Dying : A Novel,Zakes Mda,2002,Picador
57422,Miss Seeton Draws the Line,Heron Carvic,1991,Berkley Publishing Group
45068,The Alpine Advocate (Emma Lord Mysteries),Mary Daheim,1992,Fawcett Books
34451,The Right Hand of Sleep,John Wray,2002,Vintage Books USA
34505,The Lamplighter: A Novel,Anthony O'Neill,2003,Scribner
45167,The Miracles of Santo Fico,D. L. Smith,2003,Warner Books
45396,Death in Dublin: A Novel of Suspense (Peter McGarr Mysteries (Hardcover)),Bartholomew Gill,2002,William Morrow &amp; Company
29192,Aztec Blood (Aztec),Gary Jennings,2002,Tor Books
45153,Into Africa : The Epic Adventures of Stanley and Livingstone,MARTIN DUGARD,2003,Doubleday
33959,Falling Sideways,Tom Holt,2002,Orbit Book Co.
14907,The Prometheus Deception,Robert Ludlum,2000,St Martins Pr
29928,Ava's Man,Rick Bragg,2001,Alfred A. Knopf
64506,Mother London: A Novel,Michael Moorcock,1989,Harpercollins
26809,When the Elephants Dance : A Novel,TESS URIZA HOLTHE,2002,Crown
64344,Daisy Fay and the Miracle Man (Random House Large Print),Fannie Flagg,1993,Random House Large Print Publishing
32770,The Coalwood Way,Homer Hickam,2000,Delacorte Press
16180,Understanding Power: The Indispensable Chomsky,Noam Chomsky,2002,New Press
65607,"What She Saw in Roger Mancuso, Gunter Hopstock, Jason Barry Gold, Spitty Clark, Jack Geezo, Humphrey Fung, Claude Duvet, Bruce Bledstone, Kevin mcfeel: Ey, Arnold Allen, Pablo Miles, Anonymous 1-4, Nobody 5-8, Neil Schmertz, and Bo Pierce : A Novel",Lucinda Rosenfeld,2000,Random House
